"Itteration";"Model";"AUC";"ALIFT";"ACC";"Lower";"Upper";"Window-size";"Clustering";"Amount of Clusters";"Silhouette";"% Ommited"
"138";"14";"ctree";"0.937336753731343";"0.904850746268656";"95.5608878224355";"6501";"11501";"5000";"OPTICS";"156";"";"0.023354318360738"
"139";"15";"ctree";"0.952578625486114";"0.931153846153846";"95.8008398320336";"7001";"12001";"5000";"OPTICS";"161";"";"0.0231487426111699"
"140";"16";"ctree";"0.960133862676236";"0.942972972972973";"95.9208158368326";"7501";"12501";"5000";"OPTICS";"147";"";"0.0236316850163628"
"141";"17";"ctree";"0.962933768656716";"0.945149253731343";"94.9610077984403";"8001";"13001";"5000";"OPTICS";"150";"";"0.0238838244352389"
"142";"18";"ctree";"0.964901342019986";"0.943783783783784";"95.0209958008398";"8501";"13501";"5000";"OPTICS";"163";"";"0.0236775722696327"
"143";"19";"ctree";"0.969441447580111";"0.950151515151515";"96.0407918416317";"9001";"14001";"5000";"OPTICS";"161";"";"0.0234468494520492"
"144";"20";"ctree";"0.968756530825496";"0.949722222222222";"95.4409118176365";"9501";"14501";"5000";"OPTICS";"152";"";"0.0240453655253962"
"145";"21";"ctree";"0.973350406490091";"0.952260273972603";"96.1607678464307";"10001";"15001";"5000";"OPTICS";"142";"";"0.0243481070932683"
"146";"22";"ctree";"0.965430163706026";"0.93986111111111";"96.2207558488302";"10501";"15501";"5000";"OPTICS";"145";"";"0.0241970763128097"
"147";"23";"ctree";"0.964195979899497";"0.943266666666667";"96.2207558488302";"11001";"16001";"5000";"OPTICS";"145";"";"0.0236271506780181"
"148";"24";"ctree";"0.960680529300567";"0.941375";"95.500899820036";"11501";"16501";"5000";"OPTICS";"137";"";"0.0231828854622377"
"149";"25";"ctree";"0.940106212716427";"0.915";"95.0809838032393";"12001";"17001";"5000";"OPTICS";"141";"";"0.0223525038207599"
"150";"26";"ctree";"0.960105296745373";"0.932400000000001";"94.7210557888422";"12501";"17501";"5000";"OPTICS";"151";"";"0.0232480668106031"
"151";"27";"ctree";"0.956527757271519";"0.93125";"95.380923815237";"13001";"18001";"5000";"OPTICS";"149";"";"0.0236464891374063"
"152";"28";"ctree";"0.951355075792375";"0.921428571428572";"94.6010797840432";"13501";"18501";"5000";"OPTICS";"132";"";"0.0234072748301648"
"153";"29";"ctree";"0.947493235715423";"0.911967213114754";"94.0611877624475";"14001";"19001";"5000";"OPTICS";"137";"";"0.0240846432014808"
"154";"30";"ctree";"0.940849866745632";"0.909621212121212";"93.4013197360528";"14501";"19501";"5000";"OPTICS";"152";"";"0.0247520500633292"
"155";"31";"ctree";"0.935385388777804";"0.908684210526317";"91.9016196760648";"15001";"20001";"5000";"OPTICS";"159";"";"0.0242520057678128"
"156";"32";"ctree";"0.941111152123628";"0.915384615384616";"91.8416316736653";"15501";"20501";"5000";"OPTICS";"161";"";"0.0237722741861572"
"157";"33";"ctree";"0.933026061226812";"0.902326732673267";"92.2015596880624";"16001";"21001";"5000";"OPTICS";"166";"";"0.0238234398935244"
"158";"34";"ctree";"0.938481174218251";"0.9127";"92.8014397120576";"16501";"21501";"5000";"OPTICS";"158";"";"0.0237259437388668"
"159";"35";"ctree";"0.933544553155164";"0.909948453608247";"94.4811037792442";"17001";"22001";"5000";"OPTICS";"172";"";"0.0228334281453406"
"160";"36";"ctree";"0.943603755079165";"0.922037037037037";"93.5812837432513";"17501";"22501";"5000";"OPTICS";"171";"";"0.0215308417497593"
"161";"37";"ctree";"0.964400328877573";"0.934895833333333";"94.2411517696461";"18001";"23001";"5000";"OPTICS";"193";"";"0.020277089534512"
"162";"38";"ctree";"0.957629411207748";"0.925000000000001";"95.5608878224355";"18501";"23501";"5000";"OPTICS";"187";"";"0.0171083709552785"
"163";"39";"ctree";"0.873183544052163";"0.836832061068702";"92.1415716856629";"19001";"24001";"5000";"OPTICS";"141";"";"0.0126999270400441"
"164";"40";"ctree";"0.94696227726526";"0.915162601626017";"92.50149970006";"19501";"24501";"5000";"OPTICS";"140";"";"0.013619452093465"
"165";"41";"ctree";"0.94962535065702";"0.923942307692307";"93.7012597480504";"20001";"25001";"5000";"OPTICS";"151";"";"0.0168203775464071"
"166";"42";"ctree";"0.945898644502705";"0.928846153846153";"94.5410917816437";"20501";"25501";"5000";"OPTICS";"164";"";"0.0203572021178496"
"167";"43";"ctree";"0.938321788900156";"0.925410958904111";"95.620875824835";"21001";"26001";"5000";"OPTICS";"173";"";"0.0210322817348433"
"168";"44";"ctree";"0.931152160300564";"0.898999999999999";"96.4607078584283";"21501";"26501";"5000";"OPTICS";"173";"";"0.0216836912644799"
"169";"45";"ctree";"0.967789191288079";"0.944718309859155";"95.7408518296341";"22001";"27001";"5000";"OPTICS";"172";"";"0.0219959247043463"
"170";"46";"ctree";"0.735931570035616";"0.576181818181819";"93.7612477504499";"22501";"27501";"5000";"OPTICS";"175";"";"0.0226713554031303"
"171";"47";"ctree";"0.735214287411209";"0.669166666666667";"93.9412117576485";"23001";"28001";"5000";"OPTICS";"177";"";"0.0221410357186101"
"172";"48";"ctree";"0.717726516524719";"0.755776699029126";"93.7612477504499";"23501";"28501";"5000";"OPTICS";"157";"";"0.0231093032302566"
