"Itteration";"Model";"AUC";"ALIFT";"ACC";"Lower";"Upper";"Window-size";"Clustering";"Amount of Clusters";"Silhouette";"% Ommited"
"112";"50";"ksvm";"0.757438053493157";"0.746142857142857";"95.9208158368326";"24501";"29501";"5000";"DBSCAN";"4";"";""
"113";"51";"ksvm";"0.782630929819812";"0.768214285714286";"94.8410317936413";"25001";"30001";"5000";"DBSCAN";"4";"";""
"114";"52";"ksvm";"0.780722323619354";"0.763018867924528";"93.6412717456509";"25501";"30501";"5000";"DBSCAN";"4";"";""
"115";"53";"ksvm";"0.785360674142106";"0.76936170212766";"94.3611277744451";"26001";"31001";"5000";"DBSCAN";"5";"";""
"116";"54";"ksvm";"0.398652470999523";"0.411589861751152";"86.9226154769046";"26501";"31501";"5000";"DBSCAN";"6";"";""
"117";"55";"ksvm";"0.415397260273973";"0.429965753424657";"82.4235152969406";"27001";"32001";"5000";"DBSCAN";"7";"";""
"118";"56";"ksvm";"0.634075084589959";"0.610016722408027";"82.0635872825435";"27501";"32501";"5000";"DBSCAN";"7";"";""
"119";"57";"ksvm";"0.656399311759645";"0.63683574879227";"87.5824835032993";"28001";"33001";"5000";"DBSCAN";"5";"";""
"120";"58";"ksvm";"0.626771119176182";"0.608670886075949";"85.4829034193161";"28501";"33501";"5000";"DBSCAN";"5";"";""
"121";"59";"ksvm";"0.474563848547037";"0.479682080924855";"79.6640671865627";"29001";"34001";"5000";"DBSCAN";"5";"";""
"122";"60";"ksvm";"0.588726266705339";"0.570786350148368";"79.7840431913617";"29501";"34501";"5000";"DBSCAN";"6";"";""
"123";"61";"ksvm";"0.867624503895687";"0.798897763578274";"81.0437912417516";"30001";"35001";"5000";"DBSCAN";"4";"";""
"124";"62";"ksvm";"0.62580529706514";"0.616574803149606";"92.381523695261";"30501";"35501";"5000";"DBSCAN";"4";"";""
"125";"1";"ctree";"0.970169970706451";"0.958333333333333";"97.8404319136173";"1";"5001";"5000";"DBSCAN";"3";"";""
"126";"2";"ctree";"0.953860294117647";"0.934999999999999";"97.9004199160168";"501";"5501";"5000";"DBSCAN";"3";"";""
"127";"3";"ctree";"0.954380952380952";"0.936190476190475";"96.7006598680264";"1001";"6001";"5000";"DBSCAN";"3";"";""
